GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC03_EST_VC14,HC03_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC03_EST_VC21,HC03_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC03_EST_VC25,HC03_MOE_VC25,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC03_EST_VC28,HC03_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC03_EST_VC29,HC03_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC03_EST_VC30,HC03_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC03_EST_VC31,HC03_MOE_VC31,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC03_EST_VC34,HC03_MOE_VC34
1400000US37183052302,37183052302,"Census Tract 523.02, Wake County, North Carolina",2610,169,198,79,2412,176,11.5,2.4,12.1,14.1,11.4,2.6,13.6,4.2,69.2,19.0,9.1,3.7,40.3,6.9,55.6,28.9,39.1,7.1,8.5,3.9,16.7,13.3,7.8,4.1,96.0,2.4,100.0,16.1,95.6,2.6,63.4,6.5,19.2,16.3,67.0,6.6,21.3,5.9,74.2,18.8,16.9,5.8,0.5,1.1,0.0,16.1,0.6,1.2,9.4,4.3,6.6,10.2,9.7,4.5,0.0,1.3,0.0,16.1,0.0,1.4,1.4,1.8,0.0,16.1,1.5,1.9,4.0,2.4,0.0,16.1,4.4,2.6,2.6,2.3,0.0,16.1,2.8,2.5,62.7,6.6,19.2,16.3,66.3,6.6,33200,11834,4821,26582,36436,12025,843,142,153,71,690,141,14.1,8.6,41.2,32.2,8.1,5.6,26.7,10.6,22.2,19.2,27.7,12.5,59.2,12.7,36.6,32.1,64.2,12.3,0.6,(X),(X),(X),(X),(X)
1400000US37183052401,37183052401,"Census Tract 524.01, Wake County, North Carolina",1349,61,71,60,1278,76,12.6,5.1,77.5,35.1,9.0,3.7,24.0,8.6,70.4,36.5,21.4,8.0,16.5,6.2,39.4,44.4,15.2,6.3,6.0,4.5,70.4,38.3,2.4,2.0,99.8,0.4,100.0,36.4,99.8,0.4,64.6,8.5,43.7,48.3,65.8,8.6,29.8,7.9,56.3,48.3,28.3,7.8,0.0,2.6,0.0,36.4,0.0,2.7,4.9,3.3,0.0,36.4,5.2,3.5,0.0,2.6,0.0,36.4,0.0,2.7,0.4,0.8,0.0,36.4,0.5,0.8,0.2,0.4,0.0,36.4,0.2,0.4,4.7,4.5,0.0,36.4,5.0,4.8,60.3,9.0,43.7,48.3,61.3,9.3,45984,6368,42610,58602,47736,5552,527,137,59,60,468,129,4.6,5.1,15.3,29.2,3.2,4.6,28.7,16.5,27.1,44.8,28.8,17.7,66.8,15.8,57.6,54.9,67.9,17.0,0.0,(X),(X),(X),(X),(X)
1400000US37183052404,37183052404,"Census Tract 524.04, Wake County, North Carolina",1505,96,79,61,1426,104,23.0,4.4,0.0,34.0,24.3,4.7,27.2,4.9,87.3,19.4,23.9,5.4,17.2,5.9,72.2,31.4,14.2,5.3,17.5,4.9,12.7,19.4,17.7,5.1,98.7,1.5,87.3,19.4,99.3,1.0,80.3,6.5,41.8,38.0,82.5,6.0,6.4,3.1,45.6,32.6,4.3,2.2,0.0,2.3,0.0,34.0,0.0,2.4,7.2,3.7,0.0,34.0,7.6,3.9,2.3,2.9,0.0,34.0,2.4,3.1,2.5,2.6,0.0,34.0,2.6,2.7,1.3,1.5,12.7,19.4,0.7,1.0,7.7,4.5,29.1,37.7,6.5,4.7,75.1,6.7,12.7,20.2,78.5,6.7,60069,8086,25598,11017,62972,9020,966,110,69,54,897,112,13.5,4.1,23.2,25.0,12.7,3.7,23.3,8.4,59.4,33.3,20.5,8.5,63.3,7.8,17.4,27.5,66.8,8.4,2.3,(X),(X),(X),(X),(X)
1400000US37183052406,37183052406,"Census Tract 524.06, Wake County, North Carolina",2939,169,445,183,2494,218,15.1,3.8,17.8,19.6,14.6,3.0,27.7,6.9,65.8,20.5,20.9,6.2,22.6,6.5,51.7,20.0,17.4,7.4,14.0,4.9,17.1,19.1,13.5,4.6,98.5,1.3,97.3,4.3,98.7,1.4,62.6,5.6,41.8,19.6,66.4,6.5,32.7,5.8,55.5,19.6,28.7,6.9,0.5,0.7,0.0,7.6,0.6,0.8,2.2,1.4,0.0,7.6,2.6,1.6,0.0,1.2,0.0,7.6,0.0,1.4,0.4,0.8,0.0,7.6,0.5,0.9,1.5,1.3,2.7,4.3,1.3,1.4,7.4,4.0,6.3,10.4,7.6,4.3,57.3,5.2,35.5,18.4,61.1,6.6,34713,5560,21952,2708,38995,7578,1328,228,293,136,1035,197,10.8,6.3,23.2,19.8,7.2,6.0,35.9,11.7,38.9,23.3,35.1,13.1,53.3,12.4,37.9,25.8,57.7,13.2,2.5,(X),(X),(X),(X),(X)
1400000US37183052407,37183052407,"Census Tract 524.07, Wake County, North Carolina",1731,140,101,64,1630,147,17.1,4.3,0.0,28.5,18.2,4.5,18.5,5.7,63.4,32.9,15.8,6.4,30.0,9.6,63.4,32.9,27.9,9.3,23.7,8.1,45.5,35.1,22.3,8.5,99.6,0.7,100.0,28.5,99.6,0.7,72.3,7.5,60.4,38.9,73.1,8.1,22.6,7.1,39.6,38.9,21.5,7.7,0.0,2.0,0.0,28.5,0.0,2.1,2.8,2.4,0.0,28.5,2.9,2.5,0.0,2.0,0.0,28.5,0.0,2.1,1.9,2.6,0.0,28.5,2.0,2.7,0.4,0.7,0.0,28.5,0.4,0.7,10.6,6.5,36.6,42.9,9.0,6.4,63.6,8.6,23.8,23.6,66.1,8.7,37594,6370,35625,11289,38438,7405,691,168,64,52,627,180,12.2,7.7,14.1,24.3,12.0,8.3,41.5,14.5,85.9,24.3,37.0,15.3,46.3,15.6,0.0,38.5,51.0,16.5,1.0,(X),(X),(X),(X),(X)
1400000US37183052408,37183052408,"Census Tract 524.08, Wake County, North Carolina",1131,124,202,96,929,116,8.2,5.0,7.4,13.4,8.4,5.2,21.5,8.7,71.8,18.4,10.5,7.6,29.2,10.8,59.4,28.1,22.6,11.5,21.3,8.1,51.0,29.7,14.9,7.5,100.0,3.0,100.0,15.9,100.0,3.7,75.2,7.3,43.6,32.4,82.0,8.8,19.3,6.0,56.4,32.4,11.2,6.5,0.0,3.0,0.0,15.9,0.0,3.7,2.5,2.0,0.0,15.9,3.0,2.4,0.0,3.0,0.0,15.9,0.0,3.7,3.1,4.7,0.0,15.9,3.8,5.7,0.0,3.0,0.0,15.9,0.0,3.7,21.0,11.3,19.3,26.6,21.3,12.5,57.3,10.5,24.3,28.8,64.5,12.6,32159,8846,13333,7552,34923,7470,397,136,145,90,252,107,6.5,11.1,17.9,29.9,0.0,12.9,68.8,18.6,82.1,29.9,61.1,23.3,24.7,16.5,0.0,21.2,38.9,23.3,2.5,(X),(X),(X),(X),(X)
1400000US37183052409,37183052409,"Census Tract 524.09, Wake County, North Carolina",1305,125,62,46,1243,130,1.0,0.9,0.0,39.1,1.0,0.9,9.0,6.2,48.4,43.0,7.1,5.5,43.0,9.8,80.6,30.7,41.1,10.1,5.2,3.1,48.4,33.9,3.1,2.4,98.9,1.8,100.0,39.1,98.9,1.9,51.7,9.0,8.1,27.7,53.9,9.0,20.0,7.4,85.5,28.0,16.7,7.3,0.7,1.1,6.5,14.9,0.4,0.8,20.2,7.3,0.0,39.1,21.2,7.7,0.0,2.6,0.0,39.1,0.0,2.8,6.3,5.4,0.0,39.1,6.6,5.7,1.1,1.8,0.0,39.1,1.1,1.9,13.1,6.3,0.0,39.1,13.8,6.6,42.1,9.2,8.1,27.7,43.8,9.2,29659,7008,11100,4653,30773,8193,256,111,37,43,219,102,5.9,4.7,18.9,39.4,3.7,2.2,27.7,16.7,81.1,39.4,18.7,15.1,66.4,17.3,0.0,50.6,77.6,15.6,1.2,(X),(X),(X),(X),(X)
1400000US37183052503,37183052503,"Census Tract 525.03, Wake County, North Carolina",3079,176,85,79,2994,193,27.8,4.3,16.5,30.3,28.2,4.3,26.0,4.8,83.5,30.3,24.3,4.3,6.5,3.1,37.6,53.6,5.6,2.6,19.0,4.9,16.5,30.3,19.0,4.9,100.0,1.1,100.0,32.4,100.0,1.2,86.8,3.7,16.5,30.3,88.8,3.6,10.2,3.4,83.5,30.3,8.1,3.3,0.0,1.1,0.0,32.4,0.0,1.2,2.5,1.9,0.0,32.4,2.6,1.9,0.0,1.1,0.0,32.4,0.0,1.2,0.4,0.7,0.0,32.4,0.4,0.7,0.0,1.1,0.0,32.4,0.0,1.2,1.7,1.4,0.0,32.4,1.7,1.5,85.6,4.1,16.5,30.3,87.5,4.0,69654,10509,34375,38130,71034,9351,1632,201,85,79,1547,192,10.5,7.2,62.4,53.6,7.6,5.4,35.0,8.4,37.6,53.6,34.8,7.9,54.5,8.3,0.0,32.4,57.5,7.8,0.8,(X),(X),(X),(X),(X)
1400000US37183052504,37183052504,"Census Tract 525.04, Wake County, North Carolina",2469,147,171,111,2298,175,38.0,5.8,23.4,31.6,39.1,6.3,28.7,5.8,96.5,9.7,23.6,7.1,6.4,4.1,29.8,32.2,4.6,3.7,20.3,6.6,70.2,32.2,16.6,6.1,100.0,1.4,100.0,18.4,100.0,1.5,86.3,4.5,46.2,38.0,89.3,4.1,11.1,4.2,29.8,32.2,9.7,4.0,1.7,2.5,24.0,33.1,0.0,1.5,0.4,0.8,0.0,18.4,0.5,0.9,0.0,1.4,0.0,18.4,0.0,1.5,0.6,0.9,0.0,18.4,0.6,1.0,0.0,1.4,0.0,18.4,0.0,1.5,8.5,4.2,43.9,36.7,5.9,4.5,80.0,4.5,26.3,32.4,84.0,5.5,54688,9805,29604,8965,59028,14225,1448,184,137,97,1311,194,16.9,5.7,37.2,37.9,14.7,5.2,38.4,10.2,58.4,39.4,36.3,10.9,44.8,9.7,4.4,12.9,49.0,10.0,0.7,(X),(X),(X),(X),(X)
1400000US37183052505,37183052505,"Census Tract 525.05, Wake County, North Carolina",2225,145,107,114,2118,142,22.4,5.1,43.0,42.2,21.3,4.6,22.2,4.2,57.0,42.2,20.4,4.0,3.4,2.9,0.0,27.3,3.6,3.1,9.2,4.6,8.4,33.4,9.3,4.7,96.4,3.3,100.0,27.3,96.2,3.5,75.6,8.3,0.0,27.3,79.4,8.1,13.6,6.3,100.0,27.3,9.3,5.3,0.0,1.6,0.0,27.3,0.0,1.6,3.0,2.7,0.0,27.3,3.2,2.8,0.0,1.6,0.0,27.3,0.0,1.6,4.2,4.1,0.0,27.3,4.4,4.3,3.6,3.3,0.0,27.3,3.8,3.5,6.7,4.7,0.0,27.3,7.0,5.0,73.0,8.1,0.0,27.3,76.7,7.8,63537,11360,55361,69014,67361,10911,1045,184,107,114,938,135,14.1,5.6,0.0,27.3,15.7,6.0,29.8,11.8,91.6,33.4,22.7,9.1,56.2,11.4,8.4,33.4,61.6,9.7,0.4,(X),(X),(X),(X),(X)
1400000US37183052506,37183052506,"Census Tract 525.06, Wake County, North Carolina",915,69,23,27,892,65,45.9,7.1,21.7,38.2,46.5,7.1,20.8,5.9,78.3,38.2,19.3,5.5,4.9,5.1,21.7,38.2,4.5,5.1,26.0,8.3,0.0,64.2,26.7,8.4,98.6,2.4,100.0,64.2,98.5,2.5,82.3,8.2,78.3,38.2,82.4,8.3,10.4,5.6,0.0,64.2,10.7,5.8,0.0,3.7,0.0,64.2,0.0,3.8,5.9,5.8,21.7,38.2,5.5,6.0,0.0,3.7,0.0,64.2,0.0,3.8,0.0,3.7,0.0,64.2,0.0,3.8,1.4,2.4,0.0,64.2,1.5,2.5,1.5,2.6,60.9,53.9,0.0,3.8,80.8,8.6,17.4,36.8,82.4,8.3,57734,23415,21161,6313,59531,27929,471,58,14,24,457,54,24.6,7.3,0.0,82.3,25.4,7.3,26.8,11.4,100.0,82.2,24.5,11.3,48.6,11.8,0.0,82.3,50.1,12.2,3.3,(X),(X),(X),(X),(X)
1400000US37183052507,37183052507,"Census Tract 525.07, Wake County, North Carolina",1331,109,137,67,1194,124,20.7,4.4,0.0,22.3,23.0,5.3,27.3,6.3,86.1,26.0,20.6,6.7,6.3,4.9,26.3,33.8,4.0,3.6,16.6,7.6,56.9,33.1,12.0,6.7,97.4,2.7,100.0,22.3,97.2,3.0,72.1,8.9,29.2,26.9,77.1,9.1,22.0,8.3,70.8,26.9,16.4,7.9,0.0,2.6,0.0,22.3,0.0,2.9,0.0,2.6,0.0,22.3,0.0,2.9,0.0,2.6,0.0,22.3,0.0,2.9,3.3,4.5,0.0,22.3,3.7,5.0,2.6,2.7,0.0,22.3,2.8,3.0,8.2,6.4,16.8,24.9,7.2,6.4,66.6,9.4,12.4,18.0,72.9,9.6,74610,6838,23304,13880,78750,4872,772,123,118,73,654,124,11.5,3.9,0.0,25.2,13.6,4.7,37.2,10.2,51.7,38.2,34.6,12.4,51.3,10.5,48.3,38.2,51.8,12.5,1.6,(X),(X),(X),(X),(X)
1400000US37183052601,37183052601,"Census Tract 526.01, Wake County, North Carolina",1155,86,34,38,1121,102,38.2,6.0,0.0,52.8,39.3,6.2,32.1,6.1,100.0,52.8,30.1,6.4,2.4,2.9,0.0,52.8,2.5,2.9,14.9,5.4,0.0,52.8,15.3,5.6,100.0,3.0,100.0,52.8,100.0,3.1,92.7,5.5,20.6,49.4,94.9,4.5,7.3,5.5,79.4,49.4,5.1,4.5,0.0,3.0,0.0,52.8,0.0,3.1,0.0,3.0,0.0,52.8,0.0,3.1,0.0,3.0,0.0,52.8,0.0,3.1,0.0,3.0,0.0,52.8,0.0,3.1,0.0,3.0,0.0,52.8,0.0,3.1,0.0,3.0,0.0,52.8,0.0,3.1,92.7,5.5,20.6,49.4,94.9,4.5,92656,20387,-,**,98160,16796,789,89,34,38,755,100,12.4,5.1,0.0,52.8,13.0,5.3,35.7,9.0,79.4,49.4,33.8,8.9,51.8,9.0,20.6,49.4,53.2,8.9,1.3,(X),(X),(X),(X),(X)
1400000US37183052602,37183052602,"Census Tract 526.02, Wake County, North Carolina",1775,107,162,55,1613,125,55.0,4.5,67.3,18.6,53.8,4.7,19.4,4.3,29.0,18.2,18.5,4.2,8.2,4.1,27.8,22.8,6.2,3.6,21.5,4.8,29.0,18.4,20.8,4.8,99.7,0.5,100.0,19.3,99.6,0.6,88.6,3.5,40.1,23.5,93.5,2.7,9.0,3.8,53.7,25.7,4.5,2.6,0.0,1.9,0.0,19.3,0.0,2.1,2.0,1.7,6.2,9.0,1.6,1.6,0.0,1.9,0.0,19.3,0.0,2.1,0.0,1.9,0.0,19.3,0.0,2.1,0.3,0.5,0.0,19.3,0.4,0.6,0.4,0.7,0.0,19.3,0.4,0.8,88.2,3.4,40.1,23.5,93.1,2.7,69458,9428,13400,4018,79766,17512,1095,98,56,39,1039,95,10.8,5.1,16.1,26.7,10.5,5.1,36.3,8.0,51.8,49.4,35.4,8.0,53.0,7.2,32.1,47.8,54.1,7.1,1.7,(X),(X),(X),(X),(X)
1400000US37183052603,37183052603,"Census Tract 526.03, Wake County, North Carolina",1132,116,65,40,1067,116,31.6,6.5,15.4,22.7,32.6,7.0,35.1,5.8,75.4,25.9,32.6,6.6,7.4,3.6,52.3,41.8,4.7,3.1,14.0,4.6,27.7,33.1,13.2,4.5,98.1,1.9,100.0,38.2,98.0,2.0,79.2,7.2,21.5,29.1,82.8,7.7,16.7,6.7,40.0,32.5,15.3,7.4,0.0,3.0,0.0,38.2,0.0,3.2,0.0,3.0,0.0,38.2,0.0,3.2,0.0,3.0,0.0,38.2,0.0,3.2,2.2,3.1,38.5,43.7,0.0,3.2,1.9,1.9,0.0,38.2,2.0,2.0,2.2,3.1,38.5,43.7,0.0,3.2,79.2,7.2,21.5,29.1,82.8,7.7,70313,13091,16964,35607,74095,21870,728,93,24,24,704,93,16.2,5.3,37.5,48.5,15.5,4.9,43.0,8.9,62.5,48.5,42.3,9.4,40.8,9.1,0.0,62.8,42.2,9.5,1.9,(X),(X),(X),(X),(X)
1400000US37183052701,37183052701,"Census Tract 527.01, Wake County, North Carolina",2140,207,339,194,1801,227,28.9,5.1,4.4,7.1,33.5,6.5,32.3,7.7,62.8,24.2,26.6,7.4,16.6,6.6,47.2,27.7,10.9,5.8,8.7,4.2,0.0,9.8,10.4,5.0,95.8,2.6,100.0,9.8,95.1,3.0,59.2,6.5,11.5,17.8,68.1,9.2,18.7,6.8,66.1,22.7,9.8,6.5,0.0,1.6,0.0,9.8,0.0,1.9,3.5,2.2,0.0,9.8,4.2,2.6,0.0,1.6,0.0,9.8,0.0,1.9,14.5,6.5,22.4,20.3,13.0,7.3,4.2,2.6,0.0,9.8,4.9,3.0,17.9,6.9,32.7,22.5,15.1,7.5,55.7,6.3,1.2,3.0,66.0,9.2,40975,3791,19129,6301,46744,8967,1258,225,227,164,1031,194,11.1,4.5,6.2,11.4,12.2,5.4,37.6,11.2,78.4,28.9,28.6,11.5,51.3,11.3,15.4,25.5,59.2,11.7,0.0,(X),(X),(X),(X),(X)
1400000US37183052704,37183052704,"Census Tract 527.04, Wake County, North Carolina",2578,112,604,193,1974,225,17.3,4.0,10.9,8.4,19.2,5.2,46.3,8.8,81.5,10.8,35.6,9.4,25.6,7.4,65.7,17.5,13.3,5.9,17.1,5.9,33.9,18.5,12.0,5.9,99.0,1.6,100.0,5.6,98.7,2.1,30.3,8.0,27.3,16.1,31.2,9.3,55.4,8.2,56.8,19.8,55.0,9.2,0.0,1.3,0.0,5.6,0.0,1.8,2.5,2.6,0.0,5.6,3.3,3.4,0.0,1.3,0.0,5.6,0.0,1.8,10.8,4.4,15.9,14.8,9.3,4.7,1.0,1.6,0.0,5.6,1.3,2.1,26.2,6.9,36.9,19.3,22.9,8.0,13.3,4.1,6.3,6.4,15.5,5.2,27765,7783,14844,11184,35813,6554,1500,244,517,184,983,228,14.7,8.2,39.7,20.2,1.6,2.6,52.3,9.9,42.9,19.4,57.3,12.7,32.9,10.3,17.4,17.2,41.1,12.9,3.8,(X),(X),(X),(X),(X)
1400000US37183052705,37183052705,"Census Tract 527.05, Wake County, North Carolina",1790,104,233,100,1557,146,26.0,5.5,15.9,13.4,27.5,6.1,27.4,6.7,76.4,20.2,20.0,6.8,12.4,5.1,21.9,15.7,11.0,5.7,18.2,6.0,27.0,18.8,16.9,6.6,99.0,1.2,100.0,13.9,98.8,1.3,70.8,6.0,55.4,21.0,73.1,6.4,24.1,5.7,35.2,21.7,22.4,6.1,0.0,1.9,0.0,13.9,0.0,2.2,2.9,3.4,0.0,13.9,3.3,3.9,0.0,1.9,0.0,13.9,0.0,2.2,1.2,2.0,9.4,14.5,0.0,2.2,1.0,1.2,0.0,13.9,1.2,1.3,7.8,3.0,33.0,21.1,4.0,2.3,65.2,5.7,31.8,17.8,70.2,6.3,50294,6910,31385,15458,54013,10015,1026,138,224,100,802,146,8.6,4.7,0.0,14.4,11.0,6.0,44.4,9.5,63.4,21.8,39.2,10.4,47.0,8.9,36.6,21.8,49.9,10.3,0.6,(X),(X),(X),(X),(X)
1400000US37183052706,37183052706,"Census Tract 527.06, Wake County, North Carolina",1569,112,172,131,1397,131,18.7,4.5,0.0,18.3,21.0,4.5,35.4,8.1,55.2,44.1,33.0,8.4,10.4,6.5,24.4,34.6,8.7,6.2,11.8,5.5,0.0,18.3,13.2,5.8,98.3,2.7,100.0,18.3,98.1,3.0,57.6,8.5,0.0,18.3,64.6,8.7,36.2,7.6,100.0,18.3,28.3,7.5,0.0,2.2,0.0,18.3,0.0,2.5,3.3,2.7,0.0,18.3,3.7,3.1,0.0,2.2,0.0,18.3,0.0,2.5,1.3,1.7,0.0,18.3,1.4,1.9,1.7,2.7,0.0,18.3,1.9,3.0,15.2,6.5,0.0,18.3,17.1,7.1,43.6,7.6,0.0,18.3,49.0,8.3,52268,9347,31656,18857,56625,14362,987,176,172,131,815,142,10.3,5.6,0.0,18.3,12.5,6.6,37.3,12.4,48.8,40.2,34.8,12.9,52.4,13.0,51.2,40.2,52.6,12.8,1.3,(X),(X),(X),(X),(X)
1400000US37183052707,37183052707,"Census Tract 527.07, Wake County, North Carolina",2501,164,247,106,2254,158,37.9,6.6,48.6,27.3,36.8,7.3,31.5,5.1,38.1,24.4,30.8,6.5,14.2,5.6,54.3,27.8,9.8,5.0,28.8,7.1,42.1,30.3,27.3,7.4,99.2,1.8,100.0,13.2,99.1,2.0,55.5,5.9,32.8,23.8,57.9,6.7,35.4,5.9,61.1,24.0,32.6,7.0,0.8,1.2,0.0,13.2,0.9,1.4,3.3,1.7,6.1,9.0,3.0,1.6,0.0,1.4,0.0,13.2,0.0,1.5,4.2,2.3,0.0,13.2,4.7,2.5,0.8,1.8,0.0,13.2,0.9,2.0,8.4,3.6,0.0,13.2,9.3,4.0,52.1,6.1,32.8,23.8,54.2,7.1,44891,7560,18125,25161,47409,7300,1609,164,199,89,1410,181,11.1,6.1,31.2,30.9,8.2,4.7,32.1,8.6,49.2,29.1,29.6,8.3,56.9,7.9,19.6,19.7,62.1,8.0,0.4,(X),(X),(X),(X),(X)
1400000US37183052801,37183052801,"Census Tract 528.01, Wake County, North Carolina",2520,180,149,87,2371,180,32.9,5.0,11.4,19.2,34.3,5.2,37.9,6.2,59.7,23.4,36.5,6.6,4.7,3.1,46.3,25.8,2.1,2.0,21.2,5.7,39.6,25.0,20.1,5.7,100.0,1.4,100.0,20.8,100.0,1.5,82.8,4.1,55.0,27.1,84.6,4.1,17.2,4.1,45.0,27.1,15.4,4.1,0.0,1.4,0.0,20.8,0.0,1.5,0.0,1.4,0.0,20.8,0.0,1.5,0.0,1.4,0.0,20.8,0.0,1.5,0.0,1.4,0.0,20.8,0.0,1.5,0.0,1.4,0.0,20.8,0.0,1.5,1.0,1.1,0.0,20.8,1.0,1.2,81.9,4.1,55.0,27.1,83.6,4.1,66333,8608,28646,31923,69630,7021,1826,181,91,72,1735,187,11.7,4.8,15.4,22.5,11.5,4.8,27.3,8.7,47.3,39.4,26.3,9.0,61.0,8.9,37.4,33.2,62.2,9.6,1.1,(X),(X),(X),(X),(X)
1400000US37183052802,37183052802,"Census Tract 528.02, Wake County, North Carolina",2459,164,116,71,2343,178,29.7,4.7,0.0,25.6,31.2,5.0,27.4,5.8,87.1,21.1,24.5,5.6,8.2,3.8,75.0,31.8,4.9,2.6,22.2,5.8,36.2,36.0,21.6,6.0,97.9,2.1,100.0,25.6,97.8,2.2,66.2,6.0,9.5,19.7,69.0,6.1,26.5,5.8,90.5,19.7,23.3,5.7,0.3,0.5,0.0,25.6,0.3,0.6,4.4,3.6,0.0,25.6,4.6,3.8,0.0,1.4,0.0,25.6,0.0,1.5,0.5,0.9,0.0,25.6,0.6,1.0,2.1,2.1,0.0,25.6,2.2,2.2,6.1,3.8,37.9,36.9,4.5,3.8,62.7,5.8,0.0,25.6,65.8,6.4,51834,6370,"2,500-",***,54063,7084,1546,187,116,71,1430,206,11.8,5.2,51.7,43.0,8.6,3.5,36.7,8.9,32.8,38.5,37.1,9.7,51.4,9.5,15.5,27.1,54.3,9.7,0.3,(X),(X),(X),(X),(X)
1400000US37183052803,37183052803,"Census Tract 528.03, Wake County, North Carolina",3290,274,409,153,2881,276,27.9,5.3,5.6,5.8,31.1,5.9,42.3,6.2,83.9,11.3,36.4,7.2,16.4,5.3,59.9,23.7,10.2,5.2,26.1,5.7,30.6,17.6,25.5,6.0,99.7,0.4,100.0,8.2,99.7,0.5,32.6,4.8,40.8,17.1,31.5,5.2,65.0,4.9,59.2,17.1,65.9,5.4,0.0,1.1,0.0,8.2,0.0,1.2,0.0,1.1,0.0,8.2,0.0,1.2,0.0,1.1,0.0,8.2,0.0,1.2,2.0,2.2,0.0,8.2,2.3,2.5,0.3,0.4,0.0,8.2,0.3,0.5,10.7,4.1,31.1,17.3,7.8,4.6,26.8,4.8,16.6,13.9,28.3,5.3,51290,3844,21238,11450,54693,4740,2397,256,384,154,2013,253,9.0,4.1,13.0,12.2,8.2,4.5,38.5,8.0,58.9,20.6,34.7,8.1,52.5,8.1,28.1,18.9,57.1,8.5,2.4,(X),(X),(X),(X),(X)
1400000US37183052806,37183052806,"Census Tract 528.06, Wake County, North Carolina",4805,226,512,196,4293,284,19.1,4.3,7.6,8.7,20.5,4.9,51.2,5.9,95.3,7.2,45.9,6.9,10.7,5.9,26.6,22.0,8.9,5.7,17.2,4.9,45.5,24.8,13.8,4.2,99.7,0.5,100.0,6.6,99.7,0.5,29.4,5.1,12.3,15.8,31.5,5.5,66.3,5.0,87.7,15.8,63.7,5.5,0.1,0.2,0.0,6.6,0.2,0.3,3.6,2.4,0.0,6.6,4.0,2.7,0.0,0.7,0.0,6.6,0.0,0.8,0.2,0.4,0.0,6.6,0.3,0.5,0.3,0.5,0.0,6.6,0.3,0.5,14.3,4.8,7.6,11.6,15.1,5.3,15.7,3.6,4.7,7.2,17.0,4.0,53828,3761,33165,8801,55452,2627,3584,310,488,187,3096,346,5.7,4.0,15.4,15.3,4.1,3.9,36.7,9.5,51.2,23.4,34.4,10.4,57.7,9.9,33.4,26.3,61.5,10.7,0.8,(X),(X),(X),(X),(X)
