foodpantry,address,address2,city,state,zip,phone,county,pantry_lon,pantry_lat,key,code,description,url,parent_station_id,agency_ids,station_id,location_type,stop_id,routes,name,bus_lat,bus_lng,distance_meter,distance_miles
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,5365,,,,24,,stop,4050722,"4000086, 4005298",Raynor St at Hardee St,35.99571,-78.86525,1016.28446648,0.631491460153
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,5367,,,,24,,stop,4050726,"4000085, 4003034, 4003062",Angier Ave at Clay St,35.9828,-78.87978,1270.56355625,0.789493554034
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,5404,,,,24,,stop,4050822,"4000085, 4003034, 4003062",E Main St at S Hyde park Ave,35.9854,-78.88207,1411.15747174,0.87685478006
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,5445,,,,24,,stop,4050926,"4000082, 4000083, 4000086, 4003034, 4003058, 4005298",Raynor St at The Village,35.99431,-78.86974,903.52805441,0.561427699809
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,5470,,,,24,,stop,4051010,"4000086, 4003034, 4005298",1117 Raynor St,35.99552,-78.86735,992.028913576,0.616419720864
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,5498,,,,24,,stop,4051094,"4000083, 4000086, 4003058, 4005298",Holloway St at Guthrie Ave (outbound),35.99418,-78.87543,1164.34813327,0.723494185981
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,5550,,,,24,,stop,4051266,"4000086, 4005298",Hardee St at Delano St,35.99722,-78.86441,1192.51474203,0.740996148748
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,5582,,,,24,,stop,4051362,"4000085, 4003062",Angier Ave at East End Ave,35.97445,-78.86823,1357.96411475,0.843801878256
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,5584,,,,24,,stop,4051370,"4000086, 4003034, 4005298",Hardee St at Fiske St,35.9988,-78.86454,1364.35976641,0.847775961827
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,5603,,,,24,,stop,4051430,"4000086, 4005298",Hardee St at Landon St,35.99992,-78.86523,1481.6074632,0.920630484049
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,5608,,,,24,,stop,4051446,"4000085, 4003034, 4003062",S Hyde Park Ave at Lyons Club,35.98453,-78.88164,1385.31990076,0.860800017873
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,5615,,,,24,,stop,4051470,4003034,Gary St at Liberty St,35.99101,-78.87058,612.038862763,0.380304263091
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,5618,,,,24,,stop,4051478,"4000082, 4000083, 4003058",Holloway St at Joyland Ave,35.98938,-78.85509,1073.28848411,0.666912202585
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,5627,,,,24,,stop,4051506,"4000083, 4000086, 4003058, 4005298",Holloway St at Spruce St,35.99437,-78.8801,1499.23867625,0.931586039151
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,5647,,,,24,,stop,4051558,"4000085, 4003062",Angier Ave at Bingham St,35.97957,-78.87231,940.684496277,0.584515699776
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,5661,,,,24,,stop,4051602,"4000083, 4000086, 4003058, 4005298",Holloway St at N Driver St,35.99442,-78.87815,1362.60363205,0.846684747818
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,5708,,,,24,,stop,4051722,"4000085, 4003062",Angier Ave at Hoover Rd,35.97797,-78.87048,1023.57313729,0.636020441481
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,5720,,,,24,,stop,4051758,"4000082, 4000083",Junction Rd at NC 98,35.99053,-78.8579,888.741630587,0.552239819173
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,5735,,,,24,,stop,4051806,"4000082, 4000083, 4003058",Holloway St at S Woodcrest St,35.98845,-78.8507,1438.72843252,0.893986623411
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,5744,,,,24,,stop,4051830,"4000083, 4000086, 4003058, 4005298",Holloway St at Brye St,35.99327,-78.87189,885.186649409,0.550030850789
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,5780,,,,24,,stop,4051938,4003034,E Main St at Driver St,35.98584,-78.87772,1016.07452534,0.631361008451
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,5818,,,,24,,stop,4052038,"4000082, 4000083, 4003058",Holloway St at Hoover Rd,35.99027,-78.85892,794.670392211,0.493786516343
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,5821,,,,24,,stop,4052050,"4000083, 4000086, 4003058, 4005298",Holloway St at Briggs Ave,35.99377,-78.87362,1022.18913692,0.63516046138
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,5827,,,,24,,stop,4052074,"4000085, 4003062",Angier Ave at Hoover Rd,35.97834,-78.87102,1004.04112532,0.623883781749
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,5870,,,,24,,stop,4052218,"4000082, 4000083, 4003058",Holloway St at Herbert St,35.9916,-78.86453,581.62207261,0.361404098954
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,5876,,,,24,,stop,4052230,"4000082, 4000083",Ross Rd at Melbourne St,35.99258,-78.8534,1353.92738267,0.841293562992
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,5882,,,,24,,stop,4052246,4003058,Holloway St at Adams St,35.98893,-78.85252,1286.08990367,0.799141203019
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,5887,,,,24,,stop,4052258,4003058,Holloway St at Rochelle St,35.98817,-78.84932,1558.2492261,0.968253586002
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,5898,,,,24,,stop,4052298,"4000083, 4000086, 4003058, 4005298",Holloway St at N Driver St,35.99452,-78.87787,1350.40832918,0.839106919097
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,5910,,,,24,,stop,4052334,"4000085, 4003062",Angier Ave at Ellis Rd,35.97297,-78.8668,1513.36394611,0.940363096743
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,5917,,,,24,,stop,4052358,"4000085, 4003062",Angier Ave at Briggs Ave,35.98098,-78.87515,999.695527582,0.62118354579
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,5921,,,,24,,stop,4052374,"4000082, 4000083, 4003058",Holloway St at Southerland St,35.99078,-78.86062,703.45234023,0.437106105751
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,5960,,,,24,,stop,4052510,4003034,Gary St at Holloway St,35.99211,-78.86937,663.491053804,0.412275251845
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,6073,,,,24,,stop,4052874,4003034,Gary St at N Miami Blvd,35.99248,-78.8694,702.464409224,0.436492232359
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,6086,,,,24,,stop,4052906,"4000085, 4003034, 4003062",Main St at S Hyde Park Ave,35.98532,-78.88195,1401.26239549,0.870706249449
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,6093,,,,24,,stop,4052922,"4000082, 4000083, 4000086, 4003034, 4003058, 4005298",Miami Blvd at Holloway St,35.99337,-78.8699,810.92462521,0.503886453583
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,6172,,,,24,,stop,4053154,"4000083, 4003058",Hardee St at Holloway St,35.99245,-78.86589,650.636473573,0.404287766148
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,6173,,,,24,,stop,4053158,"4000082, 4000083, 4003058",Holloway St at Southerland St,35.99059,-78.86032,710.738286634,0.441633394208
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,6176,,,,24,,stop,4053166,4003034,E Main St at Driver St,35.98594,-78.87784,1025.99813872,0.637527271252
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,6343,,,,24,,stop,4053686,4003058,Highway 98 at Joyland Ave,35.98943,-78.85473,1105.98695315,0.687230139775
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,6344,,,,24,,stop,4053690,"4000082, 4000083, 4003058",Holloway St at Herbert St,35.9918,-78.86478,596.571172228,0.370693061894
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,6345,,,,24,,stop,4053694,4003034,Taylor St at Holton Career Resource Center (In),35.98897,-78.87933,1187.00054382,0.737569776319
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,6347,,,,24,,stop,4053702,4003034,Taylor St at Holton Career Resource Center (Out),35.9888,-78.87803,1068.52641371,0.66395318187
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,6435,,,,24,,stop,4053950,"4000083, 4000086, 4003058, 4005298",Holloway St at Alma St,35.99437,-78.87586,1206.47687138,0.749671835271
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,6486,,,,24,,stop,4054110,"4000086, 4003034, 4005298",Hardee St at Landon St,35.99983,-78.86542,1470.42498584,0.913681997488
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,6487,,,,24,,stop,4054114,"4000086, 4003034, 4005298",Hardee St at Delano St,35.99722,-78.86461,1189.80841238,0.739314509292
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,6488,,,,24,,stop,4054118,"4000086, 4003034, 4005298",Raynor St at Hardee St,35.99587,-78.86522,1034.22814665,0.642641173801
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,6489,,,,24,,stop,4054122,"4000083, 4000086, 4003058, 4005298",Raynor St at The Village,35.99411,-78.86972,881.966972321,0.548030231226
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,6530,,,,24,,stop,4054218,"4000082, 4000083",Junction Rd at Ross Rd,35.99252,-78.85678,1094.32950495,0.679986519289
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,6565,,,,24,,stop,4116318,"4000085, 4003034, 4003062",Angier Ave at Vine St,35.98358,-78.88151,1395.32519504,0.867017034956
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,6567,,,,24,,stop,4116326,4003034,Guthrie Ave at Main St,35.98571,-78.87608,870.319466868,0.540792788887
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,6568,,,,24,,stop,4116330,4003034,Miami Blvd at Raynor St,35.99431,-78.87058,930.841977703,0.578399827074
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,6570,,,,24,,stop,4116338,4003034,Main St at Guthrie Ave,35.98584,-78.87646,902.897608057,0.561035957633
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,6571,,,,24,,stop,4116342,4003034,Guthrie Ave at Angier Ave,35.98182,-78.87619,1023.20119123,0.63578932434
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,6575,,,,24,,stop,4116358,4003062,Angier Ave at Bingham St,35.97959,-78.87242,944.42285423,0.586838613487
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,6393,,,,24,,stop,4120846,"4000083, 4000086, 4003058, 4005298",Holloway St at Hyde Park Ave,35.99453,-78.88115,1587.43330818,0.986387778953
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,5057,,,,24,,stop,4134042,"4000085, 4003034, 4003062",Angier Ave at Driver St,35.9821,-78.87797,1149.53914714,0.714292285743
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,5335,,,,24,,stop,4134050,"4000085, 4003034, 4003062",Angier Ave at Guthrie Ave,35.98148,-78.8763,1051.61365649,0.653444055629
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,5635,,,,24,,stop,4134058,"4000085, 4003034, 4003062",Angier Ave at Clay St,35.98283,-78.88014,1300.15008499,0.807877816368
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,6660,,,,24,,stop,4163718,4003034,Taylor St at Gary St (In),35.98864,-78.87207,551.266237527,0.342541810635
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,6659,,,,24,,stop,4174984,4003034,Taylor St at Gary St (out),35.98855,-78.8722,558.049233329,0.346756579299
Greater Emmanuel Temple Food Pantry,2722 East Main Street,,Durham,NC,27701,(919) 957-1783,Durham,-78.8664923,35.9866067,1.0,6677,,,,24,,stop,4181382,"4000085, 4003062",Angier Ave at East End Ave,35.97419,-78.86827,1387.03694534,0.861866942557
Greater Refuge Temple Food Pantry,1438 Maplewood Drive,,Durham,NC,27707,(919) 608-7525,Durham,-78.8649949,36.0327399,1.0,5019,,,,24,,stop,4049758,"4000092, 4003066, 4003070",Club Blvd at Kiss Dr,36.02533,-78.87255,1067.56669244,0.66335683724
Greater Refuge Temple Food Pantry,1438 Maplewood Drive,,Durham,NC,27707,(919) 608-7525,Durham,-78.8649949,36.0327399,1.0,5060,,,,24,,stop,4049874,"4000092, 4003066, 4003070",Dearborn Dr at Ruth St,36.03734,-78.87158,782.780765519,0.486398626467
Greater Refuge Temple Food Pantry,1438 Maplewood Drive,,Durham,NC,27707,(919) 608-7525,Durham,-78.8649949,36.0327399,1.0,5091,,,,24,,stop,4049962,"4000092, 4003066, 4003070",E Club Blvd at Glenbrook St,36.02387,-78.87682,1450.72665562,0.901441992132
Greater Refuge Temple Food Pantry,1438 Maplewood Drive,,Durham,NC,27707,(919) 608-7525,Durham,-78.8649949,36.0327399,1.0,5117,,,,24,,stop,4050034,"4000092, 4003066, 4003070",Glenbrook St at Dubonnet Pl,36.02639,-78.87874,1425.19320097,0.88557619954
Greater Refuge Temple Food Pantry,1438 Maplewood Drive,,Durham,NC,27707,(919) 608-7525,Durham,-78.8649949,36.0327399,1.0,5268,,,,24,,stop,4050434,"4000092, 4003066, 4003070",Waring St at Davinci St,36.03172,-78.8806,1410.98623905,0.876748380735
Greater Refuge Temple Food Pantry,1438 Maplewood Drive,,Durham,NC,27707,(919) 608-7525,Durham,-78.8649949,36.0327399,1.0,5271,,,,24,,stop,4050442,"4000092, 4003066, 4003070",Dearborn Dr at Thelma St (south),36.03205,-78.87009,465.54198173,0.289275095213
Greater Refuge Temple Food Pantry,1438 Maplewood Drive,,Durham,NC,27707,(919) 608-7525,Durham,-78.8649949,36.0327399,1.0,5277,,,,24,,stop,4050466,"4000092, 4003066, 4003070",Dearborn Dr at Apollo St,36.03713,-78.8704,688.900668003,0.428064093357
Greater Refuge Temple Food Pantry,1438 Maplewood Drive,,Durham,NC,27707,(919) 608-7525,Durham,-78.8649949,36.0327399,1.0,5281,,,,24,,stop,4050478,"4000092, 4003066, 4003070",Dearborn Dr at Maplewood Dr,36.03419,-78.86849,353.7136041,0.21978799017
Greater Refuge Temple Food Pantry,1438 Maplewood Drive,,Durham,NC,27707,(919) 608-7525,Durham,-78.8649949,36.0327399,1.0,5370,,,,24,,stop,4050734,"4000092, 4003066, 4003070",Dearborn Dr at Martin St,36.03798,-78.87578,1132.62388696,0.703781604234
Greater Refuge Temple Food Pantry,1438 Maplewood Drive,,Durham,NC,27707,(919) 608-7525,Durham,-78.8649949,36.0327399,1.0,5412,,,,24,,stop,4050838,"4000092, 4003066, 4003070",Hinson Dr at Waring St,36.03032,-78.87764,1170.87870288,0.727552103894
Greater Refuge Temple Food Pantry,1438 Maplewood Drive,,Durham,NC,27707,(919) 608-7525,Durham,-78.8649949,36.0327399,1.0,5416,,,,24,,stop,4050846,"4000092, 4003066, 4003070",Glenbrook St at Dubonnet Pl,36.02645,-78.87767,1338.72753606,0.831848792708
Greater Refuge Temple Food Pantry,1438 Maplewood Drive,,Durham,NC,27707,(919) 608-7525,Durham,-78.8649949,36.0327399,1.0,5478,,,,24,,stop,4051038,"4000092, 4003066, 4003070",E Club Blvd at Miriam Cir,36.02647,-78.87145,906.914968388,0.563532235816
Greater Refuge Temple Food Pantry,1438 Maplewood Drive,,Durham,NC,27707,(919) 608-7525,Durham,-78.8649949,36.0327399,1.0,5489,,,,24,,stop,4051066,"4000092, 4003066, 4003070",Dearborn Dr at Wiley Ave,36.02918,-78.87035,623.680083647,0.38753780037
Greater Refuge Temple Food Pantry,1438 Maplewood Drive,,Durham,NC,27707,(919) 608-7525,Durham,-78.8649949,36.0327399,1.0,5496,,,,24,,stop,4051086,"4000092, 4003066, 4003070",Dearborn Dr at Maplewood Dr (north),36.0346,-78.8679,333.3926596,0.207161109275
Greater Refuge Temple Food Pantry,1438 Maplewood Drive,,Durham,NC,27707,(919) 608-7525,Durham,-78.8649949,36.0327399,1.0,5522,,,,24,,stop,4051170,"4000092, 4003066, 4003070",Dearborn Dr at Disciples Church,36.03849,-78.88085,1564.88609703,0.972377556659
Greater Refuge Temple Food Pantry,1438 Maplewood Drive,,Durham,NC,27707,(919) 608-7525,Durham,-78.8649949,36.0327399,1.0,5525,,,,24,,stop,4051182,"4000092, 4003066, 4003070",Hinson Dr at Davinci St,36.03179,-78.87817,1192.10020634,0.740738567577
Greater Refuge Temple Food Pantry,1438 Maplewood Drive,,Durham,NC,27707,(919) 608-7525,Durham,-78.8649949,36.0327399,1.0,5622,,,,24,,stop,4051486,"4000092, 4003066, 4003070",Glenbrook St at Club Blvd,36.02425,-78.87708,1440.09906025,0.894838294114
Greater Refuge Temple Food Pantry,1438 Maplewood Drive,,Durham,NC,27707,(919) 608-7525,Durham,-78.8649949,36.0327399,1.0,5630,,,,24,,stop,4051510,"4000092, 4003066, 4003070",Hinson Dr at Glenbrook St,36.02845,-78.87915,1361.69126479,0.846117827677
Greater Refuge Temple Food Pantry,1438 Maplewood Drive,,Durham,NC,27707,(919) 608-7525,Durham,-78.8649949,36.0327399,1.0,5645,,,,24,,stop,4051550,"4000092, 4003066, 4003070",Club Blvd at Midland Terrace,36.02706,-78.87051,802.673009283,0.498759124413
Greater Refuge Temple Food Pantry,1438 Maplewood Drive,,Durham,NC,27707,(919) 608-7525,Durham,-78.8649949,36.0327399,1.0,5664,,,,24,,stop,4051614,"4000092, 4003066, 4003070",Dearborn Dr at Thelma St (north),36.03753,-78.87295,892.472764504,0.554558244065
Greater Refuge Temple Food Pantry,1438 Maplewood Drive,,Durham,NC,27707,(919) 608-7525,Durham,-78.8649949,36.0327399,1.0,5764,,,,24,,stop,4051882,"4000092, 4003066, 4003070",Dearborn Dr at Forrester St,36.0377,-78.87483,1043.34453662,0.648305849986
Greater Refuge Temple Food Pantry,1438 Maplewood Drive,,Durham,NC,27707,(919) 608-7525,Durham,-78.8649949,36.0327399,1.0,5795,,,,24,,stop,4051978,"4000092, 4003066, 4003070",Hinson St at DeMille St,36.02937,-78.8786,1281.95028904,0.796568959351
Greater Refuge Temple Food Pantry,1438 Maplewood Drive,,Durham,NC,27707,(919) 608-7525,Durham,-78.8649949,36.0327399,1.0,5832,,,,24,,stop,4052086,"4000092, 4003066, 4003070",Dearborn Dr at Apollo St,36.03681,-78.86972,620.72700914,0.385702840382
Greater Refuge Temple Food Pantry,1438 Maplewood Drive,,Durham,NC,27707,(919) 608-7525,Durham,-78.8649949,36.0327399,1.0,5833,,,,24,,stop,4052090,"4000092, 4003066, 4003070",Dearborn Dr at Lakewood School,36.03822,-78.87767,1294.08185918,0.804107186286
Greater Refuge Temple Food Pantry,1438 Maplewood Drive,,Durham,NC,27707,(919) 608-7525,Durham,-78.8649949,36.0327399,1.0,5836,,,,24,,stop,4052098,"4000092, 4003066, 4003070",Dearborn Dr at Maplewood Dr (south),36.03319,-78.86939,399.249482981,0.248082743846
Greater Refuge Temple Food Pantry,1438 Maplewood Drive,,Durham,NC,27707,(919) 608-7525,Durham,-78.8649949,36.0327399,1.0,5849,,,,24,,stop,4052142,"4000092, 4003066, 4003070",Dearborn Dr at Thelma St,36.03732,-78.87248,844.594224425,0.524807824589
Greater Refuge Temple Food Pantry,1438 Maplewood Drive,,Durham,NC,27707,(919) 608-7525,Durham,-78.8649949,36.0327399,1.0,5850,,,,24,,stop,4052146,"4000092, 4003066, 4003070",2435 Glenbrook St,36.02614,-78.87706,1311.02943283,0.814637946504
Greater Refuge Temple Food Pantry,1438 Maplewood Drive,,Durham,NC,27707,(919) 608-7525,Durham,-78.8649949,36.0327399,1.0,5866,,,,24,,stop,4052202,"4000092, 4003066, 4003070",Hinson Dr at Glenbrook St,36.0286,-78.87889,1333.93738893,0.828872325878
Greater Refuge Temple Food Pantry,1438 Maplewood Drive,,Durham,NC,27707,(919) 608-7525,Durham,-78.8649949,36.0327399,1.0,5880,,,,24,,stop,4052238,"4000092, 4003066, 4003070",Club Blvd at Glenbrook Dr,36.02385,-78.8764,1424.68280619,0.885259054138
Greater Refuge Temple Food Pantry,1438 Maplewood Drive,,Durham,NC,27707,(919) 608-7525,Durham,-78.8649949,36.0327399,1.0,5949,,,,24,,stop,4052466,"4000092, 4003066, 4003070",Dearborn Dr at Deer Run,36.0316,-78.87034,498.065783362,0.309484498839
Greater Refuge Temple Food Pantry,1438 Maplewood Drive,,Durham,NC,27707,(919) 608-7525,Durham,-78.8649949,36.0327399,1.0,5968,,,,24,,stop,4052542,"4000092, 4003066, 4003070",Glenbrook St at Club Blvd,36.02438,-78.87726,1443.09402668,0.896699284602
Greater Refuge Temple Food Pantry,1438 Maplewood Drive,,Durham,NC,27707,(919) 608-7525,Durham,-78.8649949,36.0327399,1.0,6048,,,,24,,stop,4052786,"4000092, 4003066, 4003070",Dearborn Dr at Ora St,36.02933,-78.87017,600.589461657,0.373189917393
Henderson Towers Resident Food Pantry,807 South Duke Street #010,,Durham,NC,27701,(919) 452-0094,Durham,-78.908175,35.990276,1.0,5018,,,,24,,stop,4049754,"4000077, 4003042, 4003046",Morehead Ave at Vickers St,35.99165,-78.91183,363.139254161,0.225644832143
Henderson Towers Resident Food Pantry,807 South Duke Street #010,,Durham,NC,27701,(919) 452-0094,Durham,-78.908175,35.990276,1.0,5030,,,,24,,stop,4049794,"4000076, 4002670, 4002674",Duke St at Main St,35.99959,-78.90794,1033.68846784,0.642305832102
Henderson Towers Resident Food Pantry,807 South Duke Street #010,,Durham,NC,27701,(919) 452-0094,Durham,-78.908175,35.990276,1.0,5038,,,,24,,stop,4049818,"4000083, 4000086, 4003058, 4005298",Liberty St at Queen St,35.99365,-78.89555,1198.40906616,0.744658721067
Henderson Towers Resident Food Pantry,807 South Duke Street #010,,Durham,NC,27701,(919) 452-0094,Durham,-78.908175,35.990276,1.0,5039,,,,24,,stop,4049822,"4000088, 4004490",Fayetteville St at E Piedmont Ave,35.98433,-78.89912,1049.79023766,0.652311032886
Henderson Towers Resident Food Pantry,807 South Duke Street #010,,Durham,NC,27701,(919) 452-0094,Durham,-78.908175,35.990276,1.0,5094,,,,24,,stop,4049974,4000090,Lakewood Ave at Blackwell St,35.98732,-78.90702,344.133987099,0.213835477338
Henderson Towers Resident Food Pantry,807 South Duke Street #010,,Durham,NC,27701,(919) 452-0094,Durham,-78.908175,35.990276,1.0,5113,,,,24,,stop,4050022,4000090,Blackwell St at Forest Hills Apts,35.9887,-78.90669,220.25441631,0.136860089422
Henderson Towers Resident Food Pantry,807 South Duke Street #010,,Durham,NC,27701,(919) 452-0094,Durham,-78.908175,35.990276,1.0,5158,,,,24,,stop,4050154,"4000090, 4000091",Roxboro St at Lawson St,35.97711,-78.90659,1467.85843596,0.912087213366
